0,171.67753596006,0,0,0,0,192.81392605581,134.779303855,76.445872906813,90.174455881451,0,0,0,0,0,0,116.32857548495,0,0,124.64148378621,0,7.4736986984898,178.3271551822,0
171.67753596006,0,116.44427740534,0,0,0,0,161.02024345366,0,83.906406753577,139.09534651389,0,0,0,0,0,0,0,0,0,0,174.87804036188,102.09270047361,0
0,116.44427740534,0,0,0,165.14622483235,0,0,0,193.10696258627,36.530572288075,0,0,0,0,0,0,0,0,0,0,0,143.6355887451,0
0,0,0,0,0,0,169.66160940321,0,167.13254734639,0,0,175.15810196452,0,102.00197725061,94.327950131824,0,191.83121442199,100.1105186926,0,120.21869828059,198.39645254338,0,0,0
0,0,0,0,0,112.96250309417,0,155.85687936828,0,0,0,0,0,0,0,169.23991130799,0,0,171.47278579929,0,128.44464328223,0,155.4911562083,183.25651329007
0,0,165.14622483235,0,112.96250309417,0,0,196.2010585527,0,0,194.82531250446,0,0,0,0,0,0,0,0,0,0,0,138.89950875029,0
192.81392605581,0,0,169.66160940321,0,0,0,0,166.43572198424,0,0,0,0,76.506909201162,0,0,78.946891057,0,0,112.34741891136,0,189.92887777596,0,0
134.779303855,161.02024345366,0,0,155.85687936828,196.2010585527,0,0,115.45242714925,107.75567097594,0,0,0,0,0,0,0,0,0,173.73342773586,140.73659222316,142.23791693657,87.118174448078,0
76.445872906813,0,0,167.13254734639,0,0,166.43572198424,115.45242714925,0,138.03779635511,0,0,0,171.51105269301,186.02461892556,0,110.42153906791,0,0,64.32506683391,191.19820805354,80.959943655442,190.24988263706,0
90.174455881451,83.906406753577,193.10696258627,0,0,0,0,107.75567097594,138.03779635511,0,0,0,0,0,0,0,0,0,0,0,0,94.497479007404,103.461191447,0
0,139.09534651389,36.530572288075,0,0,194.82531250446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.3349526256,0
0,0,0,175.15810196452,0,0,0,0,0,0,0,0,105.1245722225,0,80.972996135792,165.02838833284,0,0,143.80524064672,0,86.116069640183,0,0,160.64534887776
0,0,0,0,0,0,0,0,0,0,0,105.1245722225,0,0,169.21463417712,147.81533308953,0,0,127.16234628593,0,179.66828521967,0,0,134.22998989798
0,0,0,102.00197725061,0,0,76.506909201162,0,171.51105269301,0,0,0,0,0,193.58184935746,0,130.99124133601,148.34475538255,0,107.18603733747,0,0,0,0
0,0,0,94.327950131824,0,0,0,0,186.02461892556,0,0,80.972996135792,169.21463417712,193.58184935746,0,0,0,154.05975843408,0,169.60602167172,118.11090204839,0,0,0
0,0,0,0,169.23991130799,0,0,0,0,0,0,165.02838833284,147.81533308953,0,0,0,0,0,22.430435901021,0,169.52124937541,0,0,16.580531309537
116.32857548495,0,0,191.83121442199,0,0,78.946891057,0,110.42153906791,0,0,0,0,130.99124133601,0,0,0,0,0,84.686742498476,0,112.63569444519,0,0
0,0,0,100.1105186926,0,0,0,0,0,0,0,0,0,148.34475538255,154.05975843408,0,0,0,0,0,0,0,0,0
0,0,0,0,171.47278579929,0,0,0,0,0,0,143.80524064672,127.16234628593,0,0,22.430435901021,0,0,0,0,155.21204011737,0,0,18.545885545696
124.64148378621,0,0,120.21869828059,0,0,112.34741891136,173.73342773586,64.32506683391,0,0,0,0,107.18603733747,169.60602167172,0,84.686742498476,0,0,0,0,126.12193118804,0,0
0,0,0,198.39645254338,128.44464328223,0,0,140.73659222316,191.19820805354,0,0,86.116069640183,179.66828521967,0,118.11090204839,169.52124937541,0,0,155.21204011737,0,0,0,0,173.63687738942
7.4736986984898,174.87804036188,0,0,0,0,189.92887777596,142.23791693657,80.959943655442,94.497479007404,0,0,0,0,0,0,112.63569444519,0,0,126.12193118804,0,0,184.71355851475,0
178.3271551822,102.09270047361,143.6355887451,0,155.4911562083,138.89950875029,0,87.118174448078,190.24988263706,103.461191447,179.3349526256,0,0,0,0,0,0,0,0,0,0,184.71355851475,0,0
0,0,0,0,183.25651329007,0,0,0,0,0,0,160.64534887776,134.22998989798,0,0,16.580531309537,0,0,18.545885545696,0,173.63687738942,0,0,0
